iq,rotor
-0.023152,24.062214
-0.018248,24.072952
-0.011381,24.083019
-0.004863,24.094429
0.001139,24.103825
0.006674,24.115904
0.007602,24.129328
0.010696,24.134697
0.014002,24.153486
0.014713,24.164896
0.014524,24.176975
0.014231,24.187714
0.014023,24.201136
0.014124,24.210533
0.015875,24.221941
0.017694,24.229994
0.023949,24.239389
0.032091,24.246101
0.042094,24.256168
0.051898,24.268919
0.062432,24.277643
0.069781,24.285696
0.082446,24.294422
0.099244,24.29912
0.125802,24.306501
0.157612,24.316568
0.183984,24.319254
0.221502,24.330662
0.244033,24.337372
0.257604,24.345425
0.265174,24.358177
0.266113,24.361532
0.265884,24.367573
0.281877,24.372942
0.309011,24.376968
0.348494,24.380325
0.397855,24.387035
0.437609,24.387035
0.478123,24.390392
0.518103,24.39509
0.545057,24.400459
0.558536,24.407841
0.557394,24.413879
0.541322,24.418577
0.526892,24.41992
0.529149,24.427975
0.537208,24.429316
0.555315,24.431999
0.579573,24.431328
0.616677,24.433342
0.6528,24.434685
0.682719,24.439383
0.704255,24.445423
0.70647,24.446095
0.704953,24.450792
0.694631,24.458174
0.679388,24.466898
0.656684,24.470926
0.630247,24.476295
0.605289,24.482334
0.589928,24.489716
0.572738,24.495756
0.554317,24.498442
0.551306,24.505152
0.559492,24.511864
0.563289,24.514547
0.567907,24.521259
0.578285,24.527298
0.580744,24.531326
0.57418,24.54072
0.557775,24.549446
0.536134,24.556828
0.507656,24.566223
0.483958,24.572933
0.460847,24.578302
0.45174,24.585014
0.458552,24.589714
0.473548,24.597767
0.482966,24.607162
0.480509,24.616556
0.467297,24.624611
0.442963,24.636019
0.412504,24.642059
0.387921,24.646757
0.395278,24.649443
0.426252,24.660851
0.452467,24.672932
0.448002,24.686352
0.413281,24.695078
0.374,24.704473
0.340073,24.715212
0.319671,24.72595
0.305411,24.736017
0.294621,24.74407
0.298622,24.751451
0.307206,24.758835
0.320463,24.769573
0.331977,24.77964
0.333414,24.784336
0.333238,24.797089
0.334973,24.803127
0.336088,24.809839
0.350687,24.818563
0.37063,24.82863
0.377663,24.836012
0.372539,24.846079
0.367634,24.859501
0.355985,24.870239
0.334302,24.88232
0.309807,24.885675
0.309226,24.897755
0.306259,24.90715
0.31091,24.916546
0.309916,24.929968
0.301758,24.941378
0.285715,24.945404
0.284579,24.952787
0.300278,24.964867
0.310427,24.975605
0.314827,24.982315
0.321694,24.998423
0.309586,25.005804
0.290151,25.01453
0.281171,25.025267
0.276379,25.036005
0.281175,25.041374
0.28546,25.058151
0.275071,25.073587
0.239254,25.087009
0.209103,25.096405
0.194071,25.10446
0.186816,25.117882
0.183201,25.126606
0.200827,25.137344
0.204264,25.151436
0.197317,25.16486
0.184486,25.172241
0.176246,25.184322
0.180904,25.190361
0.196241,25.199087
0.20898,25.215864
0.212424,25.228615
0.201943,25.240025
0.186478,25.251434
0.172874,25.26687
0.150063,25.276264
0.143979,25.2917
0.131834,25.299755
0.130084,25.307808
0.145642,25.321901
0.160026,25.331295
0.172911,25.344048
0.168086,25.354115
0.163636,25.364853
0.165573,25.372906
0.168862,25.382973
0.176903,25.398409
0.180837,25.413845
0.173673,25.421227
0.167205,25.433306
0.168909,25.446058
0.167797,25.451427
0.170753,25.464178
0.175607,25.475586
0.17787,25.486996
0.178541,25.502432
0.17112,25.515852
0.152838,25.52659
0.137992,25.533302
0.14098,25.548067
0.143979,25.562832
0.131149,25.574911
0.11323,25.585649
0.108183,25.600414
0.103061,25.613165
0.094974,25.623232
0.089108,25.641354
0.085643,25.659473
0.070674,25.674908
0.051319,25.691015
0.036981,25.699739
0.032756,25.71249
0.026377,25.731953
0.021794,25.752758
0.0185,25.769535
0.008486,25.7843
0.004604,25.804434
-0.004366,25.81987
-0.013428,25.836647
-0.018886,25.853426
-0.025553,25.865505
-0.025957,25.888323
-0.038523,25.915167
-0.067659,25.931274
-0.091164,25.948723
-0.108673,25.963488
-0.117083,25.986305
-0.134909,26.000401
-0.149596,26.011808
-0.151856,26.028587
-0.143294,26.044693
-0.130658,26.050062
-0.109655,26.067511
-0.098417,26.081604
-0.093332,26.099054
-0.089108,26.117172
-0.097579,26.127911
-0.098964,26.137978
-0.092357,26.155426
-0.089445,26.16885
-0.082624,26.182272
-0.08305,26.203747
-0.089616,26.218512
-0.10128,26.231936
-0.105349,26.250055
-0.116724,26.265491
-0.132943,26.283611
-0.142539,26.293678
-0.14312,26.309113
-0.139585,26.322535
-0.133319,26.334616
-0.124169,26.348038
-0.115413,26.358105
-0.103496,26.368172
-0.088383,26.379581
-0.073063,26.393002
-0.063112,26.401728
-0.053918,26.419847
-0.052711,26.427902
-0.049214,26.443336
-0.044226,26.45743
-0.044037,26.468838
-0.040301,26.480247
-0.039218,26.486959
-0.030798,26.497698
-0.02179,26.51112
-0.017637,26.519844
-0.017545,26.531923
-0.00859,26.540649
-0.003964,26.5534
-0.002261,26.569508
-0.002755,26.577559
0.001513,26.590982
0.00327,26.601049
0.002972,26.613129
0.002443,26.622524
0.005198,26.638632
0.002598,26.652725
0.00242,26.663462
0.0036,26.681583
0.000104,26.686953
0.003324,26.69836
0.002599,26.711782
0.002253,26.723192
0.004796,26.739298
0.003711,26.752722
0.001667,26.77017
-0.001854,26.780909
-0.006888,26.795673
-0.009315,26.81111
-0.011359,26.826544
-0.021731,26.833927
-0.020336,26.842651
-0.01599,26.856073
-0.012768,26.870838
-0.010159,26.88426
-0.008516,26.894999
-0.007232,26.907749
-0.002447,26.918488
0.000197,26.927883
0.00597,26.937279
0.009769,26.954056
0.010089,26.968822
0.011101,26.9856
0.007937,26.995667
0.007485,27.009089
0.008916,27.017813
0.011844,27.028551
0.016305,27.035933
0.024314,27.037945
0.043334,27.04734
0.069017,27.058079
0.085463,27.060093
0.105567,27.072844
0.131886,27.082241
0.146228,27.084925
0.166891,27.103043
0.172634,27.11244
0.163451,27.119822
0.155904,27.129889
0.153955,27.135929
0.166093,27.145325
0.190695,27.152708
0.211886,27.162102
0.228373,27.173512
0.230916,27.182236
0.225791,27.189617
0.231964,27.198343
0.232783,27.207739
0.230221,27.21512
0.241017,27.2272
0.250461,27.232569
0.258003,27.242636
0.266306,27.254045
0.259633,27.264782
0.244915,27.274179
0.229518,27.283575
0.214746,27.296326
0.199538,27.301697
0.196296,27.313105
0.197058,27.325855
0.198826,27.337936
0.190972,27.348003
0.17468,27.355383
0.172689,27.361423
0.189222,27.368807
0.213866,27.383572
0.2244,27.393639
0.217013,27.403706
0.210435,27.409073
0.212076,27.423168
0.211322,27.429876
0.214237,27.437931
0.222044,27.444643
0.238463,27.455381
0.252377,27.46612
0.253136,27.476187
0.244392,27.483566
0.236459,27.496317
0.231444,27.513767
0.208352,27.51981
0.188921,27.531889
0.175458,27.536585
0.177227,27.541285
0.206333,27.549335
0.238575,27.556719
0.260778,27.572826
0.259333,27.581549
0.245371,27.594303
0.224168,27.598999
0.214587,27.606382
0.22643,27.620476
0.238527,27.633226
0.22693,27.649334
0.194681,27.662085
0.161034,27.672823
0.138582,27.68289
0.120507,27.688257
0.129419,27.703024
0.141252,27.713762
0.135811,27.726513
0.131835,27.73658
0.12883,27.754026
0.112117,27.765434
0.100212,27.772148
0.103312,27.780872
0.11704,27.794294
0.130105,27.806374
0.130831,27.818455
0.126763,27.828522
0.130218,27.842613
0.128043,27.854023
0.121011,27.864759
0.119637,27.879526
0.114601,27.891605
0.110441,27.904358
0.10876,27.913754
0.108754,27.920465
0.124283,27.927174
0.148659,27.937241
0.177245,27.942612
0.210364,27.950663
0.246013,27.958046
0.271079,27.966772
0.293491,27.976168
0.312576,27.990931
0.304879,28.000998
0.27853,28.009724
0.268324,28.011736
0.274891,28.022474
0.295665,28.032541
0.308149,28.037237
0.319735,28.046633
0.334885,28.057371
0.341931,28.061399
0.345046,28.064754
0.369342,28.074821
0.386845,28.084217
0.389372,28.094955
0.376466,28.101665
0.365262,28.108377
0.368208,28.119114
0.367261,28.127169
0.363576,28.135895
0.359672,28.139248
0.372075,28.145958
0.398413,28.154013
0.411664,28.166763
0.401437,28.176159
0.379034,28.186226
0.357934,28.196293
0.335298,28.207703
0.310799,28.221123
0.290352,28.229849
0.264858,28.237232
0.255368,28.247299
0.257992,28.253338
0.271284,28.268774
0.280828,28.279512
0.268585,28.289579
0.252589,28.301659
0.232433,28.309713
0.226553,28.320452
0.221582,28.329844
0.22441,28.337227
0.23743,28.349308
0.248767,28.358032
0.247656,28.376154
0.229577,28.382862
0.217288,28.400312
0.195604,28.413063
0.166941,28.426485
0.146142,28.437893
0.13323,28.448631
0.1325,28.458698
0.136405,28.464741
0.151108,28.475479
0.168313,28.483532
0.188346,28.496954
0.19287,28.504337
0.196418,28.515747
0.200672,28.528496
0.19825,28.539234
0.190626,28.553328
0.169359,28.560711
0.161852,28.57279
0.165986,28.581516
0.168656,28.590237
0.178164,28.605003
0.179274,28.617085
0.169194,28.625809
0.170368,28.63386
0.175007,28.645271
0.174595,28.653994
0.177769,28.666073
0.180357,28.681511
0.172249,28.690907
0.163543,28.700302
0.149889,28.710369
0.14936,28.724463
0.143858,28.740568
0.130035,28.751305
0.117061,28.762714
0.11071,28.77681
0.105231,28.786877
0.101692,28.802311
0.098963,28.812378
0.093065,28.831171
0.081384,28.841238
0.074424,28.85533
0.067672,28.864727
0.058211,28.880831
0.055919,28.891569
0.061673,28.902977
0.058277,28.915058
0.059415,28.926466
0.067166,28.941904
0.064373,28.955326
0.06629,28.964722
0.066999,28.971434
0.073409,28.983513
0.082337,28.994251
0.097632,29.009686
0.097918,29.019081
0.095975,29.031162
0.095968,29.045254
0.091018,29.057337
0.085305,29.068747
0.083665,29.076797
0.093483,29.090893
0.096744,29.111023
0.087026,29.133173
0.065919,29.140553
0.056697,29.155319
0.047274,29.162701
0.037413,29.171425
0.03906,29.186859
0.040266,29.194914
0.047748,29.210352
0.04927,29.227798
0.039958,29.238537
0.03592,29.253304
0.03297,29.260012
0.032033,29.27545
0.031383,29.2882
0.026134,29.308334
0.020416,29.334507
0.003099,29.348598
-0.006493,29.361353
-0.012148,29.382828
-0.025883,29.402288
-0.041675,29.423763
-0.077647,29.440544
-0.105079,29.455978
-0.122491,29.47477
-0.136377,29.494232
-0.160756,29.511009
-0.179466,29.527788
-0.195513,29.542553
-0.192419,29.561344
-0.191422,29.580135
-0.19796,29.596241
-0.209416,29.617718
-0.227717,29.626442
-0.23344,29.641205
-0.216131,29.657314
-0.204926,29.672077
-0.190913,29.692211
-0.192781,29.706974
-0.198708,29.719059
-0.200893,29.736506
-0.202794,29.746572
-0.191726,29.762009
-0.176492,29.778786
-0.173375,29.795565
-0.179269,29.812342
-0.190844,29.828449
-0.197927,29.838516
-0.195564,29.849255
-0.180572,29.866032
-0.166988,29.87878
-0.15827,29.890862
-0.147382,29.905628
-0.141396,29.920391
-0.138298,29.928446
-0.124544,29.938513
-0.10705,29.953276
-0.094553,29.963343
-0.08939,29.972069
-0.07493,29.984818
-0.060934,29.994884
-0.052199,30.007637
-0.046667,30.017033
-0.037635,30.025085
-0.028699,30.031796
-0.018378,30.041191
-0.01153,30.051929
-0.002178,30.061996
0.003915,30.071392
0.011227,30.078106
0.01838,30.085485
0.027662,30.09824
0.034857,30.114344
0.03543,30.121056
0.038589,30.132465
0.041712,30.139175
0.048377,30.1479
0.062695,30.151928
0.089872,30.153942
0.12784,30.168034
0.155253,30.177429
0.170831,30.183468
0.184041,30.196892
0.175476,30.211657
0.158012,30.210314
0.16331,30.215681
0.190399,30.221052
0.228201,30.228436
0.261878,30.24387
0.272205,30.249241
0.26762,30.25662
0.268464,30.263332
0.272744,30.276083
0.266216,30.289505
0.24675,30.298901
0.218479,30.311651
0.197282,30.319035
0.186308,30.333128
0.177778,30.337828
0.178185,30.346552
0.191681,30.357286
0.206816,30.368698
0.209664,30.378092
0.204586,30.388159
0.202813,30.400913
0.192111,30.413664
0.178952,30.417688
0.179029,30.43111
0.187268,30.437822
0.202895,30.450573
0.2054,30.463995
0.194608,30.476074
0.179341,30.481445
0.178706,30.493525
0.182944,30.500237
0.200823,30.508289
0.223237,30.515001
0.249459,30.517685
0.286955,30.533123
0.310457,30.541172
0.317923,30.551239
0.311373,30.555269
0.308965,30.561306
0.318346,30.570032
0.336313,30.576073
0.352661,30.574059
0.394677,30.58614
0.429608,30.593521
0.444899,30.597549
0.45198,30.609629
0.441403,30.616339
0.42607,30.620367
0.419596,30.626406
0.426565,30.631775
0.438674,30.643185
0.445529,30.648552
0.454224,30.651909
0.462672,30.655935
0.476861,30.67137
0.466618,30.674728
0.452409,30.680096
0.44187,30.689491
0.432779,30.697544
0.423098,30.702911
0.416401,30.710966
0.41607,30.723717
0.404996,30.729088
0.390796,30.737143
0.386467,30.741167
0.396118,30.74855
0.413746,30.761301
0.41346,30.771368
0.395143,30.774723
0.379513,30.779419
0.388754,30.78479
0.412309,30.790157
0.436545,30.795528
0.467422,30.811634
0.461423,30.819016
0.432819,30.824387
0.407701,30.834454
0.3881,30.847876
0.356069,30.856602
0.328075,30.865993
0.302506,30.874718
0.294046,30.889484
0.280023,30.897537
0.263105,30.914986
0.239978,30.925053
0.213571,30.931091
0.206578,30.938475
0.220107,30.949213
0.241988,30.958609
0.259503,30.968006
0.261271,30.97673
0.260696,30.985453
0.264311,30.996864
0.260201,31.016323
0.234271,31.023037
0.206699,31.0378
0.187584,31.04921
0.171647,31.059946
0.162666,31.069344
0.157715,31.082764
0.161925,31.090818
0.166936,31.096859
0.186739,31.106926
0.207737,31.114979
0.232294,31.117664
0.263636,31.130415
0.275088,31.148537
0.259005,31.157928
0.236439,31.174038
0.206332,31.184776
0.179134,31.196184
0.157425,31.210278
0.139062,31.213634
0.147385,31.228397
0.150774,31.238464
0.157224,31.245174
0.167661,31.263296
0.161788,31.278732
0.141768,31.290142
0.124738,31.296852
0.119666,31.304905
0.135112,31.314301
0.152741,31.327053
0.16339,31.346516
0.146183,31.360607
0.121125,31.372688
0.100048,31.382755
0.089611,31.396847
0.078453,31.415638
0.068321,31.428391
0.061,31.439798
0.05216,31.449865
0.051679,31.461945
0.055848,31.474699
0.061078,31.483421
0.064757,31.497517
0.069352,31.510939
0.070739,31.528389
0.058505,31.54248
0.052881,31.555231
0.051219,31.565969
0.054025,31.579391
0.054461,31.59483
0.051985,31.605566
0.054773,31.616976
0.058545,31.624355
0.066736,31.631067
0.090422,31.641806
0.11447,31.651873
0.130969,31.65724
0.166638,31.669994
0.18992,31.680061
0.194312,31.691469
0.188043,31.702208
0.178396,31.716301
0.170991,31.719654
0.176475,31.733749
0.180731,31.741802
0.184461,31.750526
0.187553,31.759922
0.203378,31.776028
0.204551,31.78207
0.201445,31.786766
0.211754,31.799519
0.222546,31.8069
0.230184,31.816967
0.237476,31.82032
0.259748,31.831734
0.267024,31.846497
0.254979,31.861259
0.2301,31.869314
0.214455,31.87804
0.199754,31.89012
0.192741,31.90287
0.183873,31.914278
0.178391,31.931057
0.162528,31.940454
0.148888,31.949177
0.14464,31.957901
0.150242,31.969311
0.161848,31.980047
0.165592,31.993469
0.161236,32.01025
0.146311,32.022327
0.125724,32.036423
0.108995,32.055214
0.088577,32.06662
0.078021,32.07803
0.071535,32.091454
0.072795,32.102863
0.072185,32.112259
0.074769,32.122993
0.078758,32.134403
0.082191,32.145142
0.087247,32.15588
0.095326,32.167961
0.100755,32.178028
0.106085,32.196148
0.102407,32.207558
0.094602,32.220978
0.09204,32.232391
0.0847,32.24044
0.087407,32.257221
0.081619,32.273994
0.066399,32.280037
0.065955,32.294128
0.063177,32.304199
0.067486,32.316277
0.066372,32.334396
0.057645,32.344467
0.050847,32.360569
0.043292,32.373325
0.040614,32.39077
0.03522,32.403522
0.032967,32.414261
0.02952,32.424999
0.032254,32.441105
0.022152,32.453857
0.019478,32.471306
0.017104,32.484058
0.011686,32.49815
0.013844,32.514931
0.011027,32.531036
0.00262,32.532375
0.003784,32.547142
0.004321,32.563248
0.007085,32.571304
0.009988,32.590767
0.010904,32.603516
0.009235,32.616268
0.007748,32.63036
0.011226,32.645126
0.007084,32.659218
0.001991,32.672642
0.002075,32.684719
0.002127,32.698143
0.000975,32.716934
0.0011,32.724316
0.002015,32.736397
-0.000314,32.747807
0.000851,32.758545
-0.002542,32.774651
-0.004407,32.788746
-0.005433,32.801495
-0.004434,32.812904
-0.002292,32.826324
-0.001009,32.841091
-0.002781,32.859882
-0.009082,32.877331
-0.021184,32.891422
-0.033968,32.907532
-0.041824,32.922295
-0.049392,32.93169
-0.047047,32.9478
-0.051559,32.963234
-0.057744,32.982025
-0.069749,32.99612
-0.082636,33.010212
-0.092237,33.024307
-0.093428,33.042427
-0.103512,33.063229
-0.126772,33.071285
-0.135961,33.084705
-0.130927,33.101486
-0.126515,33.118931
-0.130138,33.135712
-0.136967,33.157188
-0.168129,33.17598
-0.207239,33.1894
-0.227309,33.207523
-0.233771,33.216244
-0.221713,33.234367
-0.20339,33.244431
-0.182747,33.257854
-0.158382,33.277317
-0.156006,33.29208
-0.15671,33.302818
-0.146914,33.315567
-0.133447,33.328323
-0.122461,33.341072
-0.110473,33.348457
-0.094065,33.360535
-0.079537,33.372616
-0.066619,33.385368
-0.059305,33.394764
-0.048331,33.403488
-0.040674,33.41087
-0.027866,33.424294
-0.01537,33.432343
-0.008034,33.44241
-0.003696,33.455162
0.00047,33.4659
0.003594,33.471272
0.013468,33.475967
0.024208,33.485363
0.036142,33.497444
0.043765,33.510864
0.044271,33.514893
0.051814,33.518246
0.073361,33.526302
0.102331,33.533684
0.129883,33.540394
0.157539,33.551132
0.173438,33.558514
0.188174,33.565228
0.200008,33.572609
0.215252,33.584015
0.224045,33.592072
0.2213,33.599453
0.225268,33.608177
0.226913,33.615559
0.239578,33.621601
0.256863,33.624283
0.287348,33.630997
0.320996,33.637707
0.357585,33.642406
0.388742,33.648445
0.407939,33.649117
0.435035,33.661865
0.436925,33.669918
0.423175,33.668579
0.433971,33.671932
0.457715,33.676632
0.490099,33.686699
0.517533,33.692738
0.513548,33.699448
0.498069,33.705486
0.478262,33.709518
0.467436,33.716225
0.467334,33.72562
0.463711,33.730991
0.461282,33.735016
0.474423,33.743744
0.478035,33.751125
0.47153,33.75515
0.468223,33.763878
0.461246,33.770584
0.454233,33.781322
0.435235,33.787365
0.423482,33.792736
0.429628,33.798775
0.438929,33.801456
0.451625,33.806828
0.469475,33.813538
0.484187,33.818237
0.491168,33.830986
0.484713,33.840385
0.458374,33.851791
0.421613,33.859177
0.38495,33.871254
0.355437,33.877293
0.339119,33.891388
0.321864,33.896088
0.308479,33.903469
0.308908,33.906155
0.341061,33.91555
0.372079,33.924274
0.388817,33.941051
0.37253,33.94709
0.340384,33.948433
0.325057,33.962524
0.323805,33.975277
0.3131,33.990044
0.279549,34.000782
0.24823,34.012863
0.223646,34.025612
0.203048,34.035007
0.18836,34.042393
0.193591,34.051113
0.204795,34.056484
0.226435,34.069233
0.253103,34.074604
0.281346,34.087357
0.295056,34.095406
0.294818,34.107491
0.289159,34.116211
0.282043,34.128967
0.266823,34.139702
0.253046,34.151783
0.240056,34.159164
0.243255,34.17057
0.248115,34.173931
0.273725,34.18198
0.304848,34.197418
0.313553,34.202114
0.307175,34.209499
0.316219,34.216881
0.328751,34.229633
0.335129,34.242382
0.321693,34.250435
0.307436,34.251106
0.313922,34.265202
0.327839,34.273254
0.334547,34.283321
0.33838,34.292717
0.33092,34.30077
0.326697,34.313522
0.324485,34.320904
0.319388,34.331642
0.311428,34.337009
0.320883,34.345737
0.328873,34.357143
0.335169,34.369896
0.31752,34.379963
0.302186,34.388012
0.284709,34.40144
0.275387,34.406807
0.275927,34.416203
0.282645,34.425598
0.290906,34.437675
0.287893,34.448414
0.278099,34.45647
0.264551,34.464523
0.268853,34.475933
0.266038,34.491367
0.251474,34.500763
0.232582,34.513512
0.215458,34.526936
0.197173,34.537674
0.185286,34.546398
0.175875,34.562508
0.166857,34.569885
0.163472,34.588009
0.155609,34.598076
0.138744,34.614182
0.124574,34.624916
0.115283,34.638344
0.1057,34.651093
0.093686,34.659145
0.096078,34.669212
0.111386,34.679951
0.122993,34.690018
0.130084,34.700752
0.140878,34.71418
0.138096,34.728271
0.132267,34.749748
0.106152,34.757801
0.089272,34.767864
0.086083,34.779278
0.087537,34.790688
0.087299,34.804108
0.090781,34.815517
0.087529,34.822899
0.090344,34.834309
0.094217,34.847729
0.092721,34.861153
0.090272,34.87793
0.075054,34.890011
0.063653,34.912159
0.051155,34.926922
0.041092,34.938999
0.033464,34.953766
0.022007,34.970543
0.018173,34.979939
0.019632,34.991348
0.020243,35.010139
0.016849,35.017525
0.018823,35.030273
0.020186,35.045708
0.019607,35.063831
0.013248,35.077923
0.002768,35.100739
-0.001967,35.119534
-0.01163,35.136307
-0.029707,35.145706
-0.032173,35.151073
-0.025722,35.16584
-0.016896,35.182617
-0.016205,35.193356
-0.011344,35.205437
-0.008138,35.216843
-0.004077,35.235638
-0.002415,35.248386
-0.004075,35.262478
-0.003686,35.279259
-0.001737,35.295364
-0.005467,35.305431
-0.007011,35.313484
-0.003271,35.320869
0.002596,35.333618
0.006842,35.345028
0.0158,35.354424
0.018715,35.361805
0.0276,35.373882
0.034297,35.389992
0.035648,35.401402
0.033973,35.41214
0.037041,35.426231
0.031948,35.445694
0.029095,35.461803
0.01992,35.474552
0.018656,35.480591
0.017989,35.488647
0.02285,35.50341
0.024164,35.516163
0.025498,35.527573
0.023491,35.536964
0.029188,35.553745
0.025492,35.570522
0.018645,35.583275
0.014462,35.600052
0.015047,35.60408
0.018434,35.622868
0.017874,35.634953
0.015365,35.647701
0.016963,35.659111
0.016134,35.670521
0.016587,35.682598
0.01409,35.692665
0.018674,35.707428
0.018988,35.714813
0.025485,35.724209
0.031072,35.740314
0.028679,35.758434
0.021291,35.769844
0.020387,35.777897
0.016516,35.796017
0.015056,35.808769
0.012033,35.817493
0.011919,35.835613
0.009361,35.844337
0.007714,35.855747
0.008037,35.864471
0.010162,35.879234
0.008485,35.88662
0.011004,35.90004
0.015913,35.914131
0.016555,35.929569
0.014436,35.949032
0.010444,35.963127
0.004141,35.974533
0.001618,35.987286
-0.000674,35.998695
-0.000809,36.006748
0.000702,36.017487
0.004676,36.036949
0.004507,36.047688
-0.001529,36.059769
-0.003015,36.071175
0.000408,36.081913
-0.001616,36.097347
-0.00132,36.11681
-0.0042,36.129562
-0.007747,36.138287
-0.004683,36.150368
-0.00522,36.164459
-0.004384,36.177212
-0.004975,36.185265
-0.001199,36.200703
0.000422,36.207413
0.002949,36.224861
0.003553,36.234928
0.00662,36.247009
0.006369,36.259087
0.007572,36.269154
0.008546,36.285263
0.009446,36.298012
0.008816,36.306736
0.008891,36.316132
0.01768,36.32687
0.024524,36.335594
0.030734,36.346333
0.0377,36.353046
0.048471,36.367809
0.051891,36.375191
0.059325,36.390625
0.059424,36.400021
0.057206,36.408749
0.061978,36.418144
0.071225,36.430222
0.079449,36.442974
0.078654,36.457737
0.071451,36.462437
0.074468,36.476528
0.076345,36.487938
0.075396,36.500019
0.072584,36.512096
0.069507,36.524181
0.067649,36.53223
0.073647,36.542297
0.077547,36.552364
0.07818,36.563103
0.085663,36.57317
0.096097,36.587933
0.094228,36.600018
0.089029,36.606728
0.092958,36.616123
0.105037,36.629543
0.106887,36.646324
0.097222,36.658401
0.085254,36.675179
0.068433,36.687931
0.06093,36.700012
0.053939,36.716118
0.046035,36.727528
0.042832,36.742966
0.03987,36.754372
0.036466,36.764439
0.040548,36.782558
0.037076,36.792625
0.038202,36.798668
0.04499,36.806721
0.057541,36.816116
0.078054,36.827526
0.088125,36.837589
0.092186,36.84967
0.097405,36.857052
0.108586,36.871147
0.109157,36.883228
0.110268,36.888596
0.11951,36.900002
0.132309,36.905373
0.155577,36.912754
0.183629,36.929535
0.188076,36.934902
0.180623,36.942955
0.189074,36.944969
0.221836,36.953022
0.265138,36.962418
0.293546,36.96846
0.310126,36.975838
0.315765,36.987247
0.308874,36.994633
0.299684,37.002014
0.295868,37.014095
0.289115,37.020134
0.284396,37.02953
0.277401,37.040939
0.268679,37.044968
0.272504,37.049664
0.296245,37.060402
0.320991,37.068455
0.326898,37.079193
0.322624,37.085903
0.322406,37.091942
0.323454,37.097984
0.327266,37.108723
0.328217,37.114761
0.330384,37.126171
0.330307,37.137581
0.31663,37.149658
0.293969,37.155029
0.278966,37.161068
0.279797,37.169792
0.290609,37.183884
0.290763,37.185902
0.29297,37.19664
0.298678,37.203346
0.302985,37.211403
0.313613,37.218117
0.33323,37.222813
0.36021,37.233551
0.373387,37.248985
0.360235,37.253014
0.341074,37.253685
0.348045,37.262409
0.369555,37.27113
0.387141,37.279182
0.389755,37.289921
0.386938,37.298649
0.374408,37.307373
0.367734,37.310055
0.372646,37.321465
0.368324,37.327507
0.37272,37.331532
0.3891,37.336903
0.414695,37.344955
0.439038,37.356361
0.438633,37.368443
0.412652,37.367771
0.405347,37.379181
0.401734,37.388577
0.387376,37.400658
0.371699,37.405357
0.36684,37.414753
0.363541,37.425491
0.35477,37.436226
0.340755,37.446964
0.322882,37.453003
0.314606,37.461727
0.313476,37.471794
0.312095,37.483875
0.301341,37.491928
0.291982,37.501328
0.285184,37.512062
0.281101,37.524143
0.276036,37.535553
0.263886,37.549644
0.24065,37.560383
0.213753,37.569778
0.195613,37.579845
0.196973,37.592598
0.195017,37.601322
0.200002,37.614071
0.19994,37.620785
0.203984,37.632195
0.209558,37.640247
0.209473,37.653
0.209427,37.66642
0.207369,37.676487
0.205716,37.685211
0.204664,37.697964
0.202989,37.710041
0.193822,37.727493
0.171151,37.742928
0.137197,37.756348
0.114669,37.766415
0.104275,37.779839
0.103171,37.790573
0.09934,37.801983
0.105807,37.814068
0.1141,37.824135
0.117377,37.837555
0.111108,37.848965
0.1103,37.861713
0.106047,37.876476
0.104581,37.886543
0.105326,37.891914
0.117113,37.902653
0.137085,37.921444
0.129014,37.928825
0.124937,37.938221
0.135395,37.948959
0.14821,37.959698
0.15443,37.961708
0.174693,37.967751
0.21095,37.977818
0.241892,37.989227
0.25541,37.999294
0.257551,38.008015
0.246026,38.022781
0.23409,38.032848
0.218484,38.04023
0.211747,38.052982
0.202668,38.063049
0.196256,38.078484
0.182982,38.088551
0.168284,38.102646
0.157985,38.112713
0.146404,38.120094
0.147027,38.133514
0.147705,38.150967
0.131179,38.16573
0.109579,38.177139
0.096647,38.189217
0.081797,38.199955
0.083605,38.205997
0.089939,38.222103
0.098135,38.23687
0.08566,38.248951
0.075171,38.264385
0.070224,38.279823
0.059467,38.295925
0.039814,38.312035
0.028886,38.324787
0.023397,38.34156
0.019937,38.353642
0.017359,38.368408
0.014047,38.375118
0.015425,38.387196
0.017042,38.403976
0.018276,38.414043
0.016042,38.428135
0.017547,38.439545
0.020846,38.452293
0.02008,38.463707
0.015784,38.479813
0.013629,38.495247
0.015208,38.512695
0.011826,38.522766
0.009008,38.5382
0.006224,38.550953
0.005046,38.566387
0.001259,38.578468
-0.000193,38.587864
0.00355,38.601955
0.004674,38.621418
-0.003709,38.639538
-0.009946,38.656986
-0.021787,38.673096
-0.031804,38.683834
-0.033639,38.697254
-0.031229,38.710007
-0.029369,38.722755
-0.029074,38.738865
-0.03081,38.757656
-0.038838,38.777115
-0.05478,38.796577
-0.075169,38.816711
-0.103846,38.830807
-0.125452,38.844231
-0.131693,38.861679
-0.136655,38.881142
-0.145656,38.888523
-0.1371,38.90731
-0.134904,38.922749
-0.134565,38.938854
-0.135973,38.953621
-0.132947,38.965702
-0.122533,38.977783
-0.108152,38.989861
-0.098318,39.003952
-0.092684,39.022076
-0.096505,39.032814
-0.091854,39.048248
-0.088319,39.061001
-0.082724,39.070396
-0.07442,39.077106
-0.060606,39.089188
-0.053183,39.100594
-0.040865,39.107979
